theta_0,theta_1,FB_y_0,y_0,FB_surplus,SB_surplus,info_rents,SB_profits,Actuarial premium at first-best,Actuarial premium at second-best,Cost of non-insurance,Expected positive loss,Probability of claim,Value of first-best coverage,Value of second-best coverage
0.37777777777777777,5.333333333333333,0.809769,10.0,0.7248404194097603,0.0,0.0,0.0,0.29,0.0,1.292,5.356,0.064,1.087,0.015
0.4666666666666667,5.333333333333333,0.655471,10.0,1.1291934918954696,0.0,0.0,0.0,0.3,0.0,1.652,5.356,0.064,1.504,0.029
0.5555555555555556,5.333333333333333,0.550641,10.0,1.6148805691373584,0.0,0.0,0.0,0.306,0.0,2.096,5.356,0.064,1.998,0.051
0.6444444444444445,5.333333333333333,0.474783,2.4769242664906086,2.14636027996803,2.0153193079632534,0.08018503378846448,1.935134274174789,0.311,0.187,2.583,5.356,0.064,2.535,2.249
0.7333333333333334,5.333333333333333,0.417149,2.299457149215136,2.6831990567085326,2.547326274148421,0.5870756565679812,1.9602506175804395,0.315,0.198,3.073,5.356,0.064,3.077,2.795
0.8222222222222222,5.333333333333333,0.372058,0.9667419546788012,3.1963837189756714,3.1842260882395657,1.091943625376429,2.0922824628631367,0.318,0.28,3.537,5.356,0.064,3.594,3.534
0.9111111111111112,5.333333333333333,0.335769,0.8349320464281923,3.6725093735160645,3.663096117389527,1.5646832819413405,2.0984128354481864,0.32,0.288,3.959,5.356,0.064,4.073,4.024
1.0,5.333333333333333,0.305936,0.7557656185361005,4.109335167559342,4.100949690222319,1.9990698839967211,2.101879806225598,0.322,0.293,4.339,5.356,0.064,4.512,4.468
0.2,5.777777777777778,1.566657,10.0,0.25158378181194274,0.0,0.0,0.0,0.293,0.001,1.063,5.79,0.069,0.618,0.006
0.2888888888888889,5.777777777777778,1.084843,10.0,0.5294931560883129,0.0,0.0,0.0,0.326,0.001,1.236,5.79,0.069,0.937,0.013
0.37777777777777777,5.777777777777778,0.829754,10.0,0.9139416380740891,0.0,0.0,0.0,0.343,0.001,1.554,5.79,0.069,1.343,0.028
0.4666666666666667,5.777777777777778,0.67166,10.0,1.4018131949299633,0.0,0.0,0.0,0.354,0.001,1.987,5.79,0.069,1.845,0.052
0.5555555555555556,5.777777777777778,0.56423,10.0,1.9618034255186219,0.0,0.0,0.0,0.362,0.001,2.491,5.79,0.069,2.414,0.085
0.6444444444444445,5.777777777777778,0.486486,2.255084412602793,2.545676529896282,2.438749193224265,0.5294188112233899,1.9093303820008751,0.367,0.246,3.018,5.79,0.069,3.004,2.747
0.7333333333333334,5.777777777777778,0.42744,0.9823873010726203,3.1117135226746533,3.1017671086792595,1.0773398830181402,2.0244272256611193,0.371,0.333,3.524,5.79,0.069,3.576,3.518
0.8222222222222222,5.777777777777778,0.381235,0.8315886660110278,3.6372260501942097,3.6299491446676555,1.5996304954902087,2.0303186491774468,0.374,0.343,3.988,5.79,0.069,4.105,4.059
0.9111111111111112,5.777777777777778,0.344048,0.7433658902011374,4.116023209938702,4.109691663284204,2.076157711732971,2.033533951551233,0.377,0.349,4.402,5.79,0.069,4.587,4.546
1.0,5.777777777777778,0.313477,0.6672744812412703,4.550910302297181,4.545467803931864,2.5091722056684964,2.0362955982633673,0.379,0.355,4.767,5.79,0.069,5.025,4.989
0.2,6.222222222222222,1.604306,10.0,0.3164676319616734,0.0,0.0,0.0,0.345,0.002,1.225,6.229,0.075,0.748,0.011
0.2888888888888889,6.222222222222222,1.11082,10.0,0.6615179962600117,0.0,0.0,0.0,0.382,0.002,1.452,6.229,0.075,1.139,0.025
0.37777777777777777,6.222222222222222,0.849574,10.0,1.1294041191326936,0.0,0.0,0.0,0.401,0.002,1.84,6.229,0.075,1.631,0.049
0.4666666666666667,6.222222222222222,0.687716,10.0,1.701858588793166,0.0,0.0,0.0,0.413,0.002,2.341,6.229,0.075,2.219,0.087
0.5555555555555556,6.222222222222222,0.57771,2.2375591954486227,2.329187124108193,2.247091725033348,0.4008660309367487,1.8462256940965995,0.422,0.299,2.897,6.229,0.075,2.856,2.621
0.6444444444444445,6.222222222222222,0.498094,0.6297570389669566,2.9547885139715833,2.9543052625266335,0.9983612768908634,1.95594398563577,0.427,0.418,3.45,6.229,0.075,3.489,3.476
0.7333333333333334,6.222222222222222,0.43765,0.8229749814401661,3.540743162014355,3.535781214533202,1.5836119150679886,1.9521692994652133,0.432,0.403,3.963,6.229,0.075,4.081,4.04
0.8222222222222222,6.222222222222222,0.39034,0.7455118635104817,4.072588824277746,4.067848577990956,2.1145454100852525,1.9533031679057036,0.436,0.409,4.42,6.229,0.075,4.617,4.579
0.9111111111111112,6.222222222222222,0.352263,0.6515792082402757,4.550879138722831,4.547167124095572,2.591761733684108,1.9554053904114639,0.438,0.416,4.821,6.229,0.075,5.099,5.067
1.0,6.222222222222222,0.32096,0.5912302183728785,4.982415040632217,4.979094680451164,3.0220912930953814,1.9570033873557824,0.441,0.421,5.171,6.229,0.075,5.533,5.505
0.2,6.666666666666666,1.641806,10.0,0.39206001361928655,0.0,0.0,0.0,0.402,0.003,1.4,6.67,0.08,0.895,0.021
0.2888888888888889,6.666666666666666,1.13671,10.0,0.8129604782780849,0.0,0.0,0.0,0.443,0.003,1.686,6.67,0.08,1.366,0.044
0.37777777777777777,6.666666666666666,0.869344,10.0,1.37002114768852,0.0,0.0,0.0,0.464,0.003,2.145,6.67,0.08,1.95,0.084
0.4666666666666667,6.666666666666666,0.703731,2.3836477592214096,2.0250470718157323,1.9526727108093596,0.19469208877188332,1.7579806220374763,0.477,0.344,2.708,6.67,0.08,2.621,2.382
0.5555555555555556,6.666666666666666,0.591155,2.2224137165499456,2.7109217195684208,2.626942338852956,0.8493244592515843,1.7776178796013717,0.486,0.356,3.304,6.67,0.08,3.319,3.072
0.6444444444444445,6.666666666666666,0.509675,0.8156731102803699,3.368247373489517,3.365387560634802,1.4941346713829877,1.871252889251814,0.493,0.468,3.873,6.67,0.08,3.984,3.951
0.7333333333333334,6.666666666666666,0.447836,0.7407003784321756,3.966761975358953,3.9637680152222807,2.091439726089418,1.8723282891328625,0.498,0.474,4.384,6.67,0.08,4.589,4.556
0.8222222222222222,6.666666666666666,0.399424,0.6493071771012091,4.500736790790293,4.498298624867636,2.6243853249197304,1.8739132999479056,0.501,0.481,4.829,6.67,0.08,5.128,5.1
0.9111111111111112,6.666666666666666,0.36046,0.5684195756588989,4.976525366730627,4.974661828305428,3.0991308949990346,1.8755309333063934,0.505,0.488,5.215,6.67,0.08,5.607,5.585
1.0,6.666666666666666,0.328426,0.5149450180951193,5.403948083200375,5.402303809895363,3.52565596024467,1.876647849650693,0.507,0.492,5.548,6.67,0.08,6.038,6.018
0.2,7.111111111111111,1.679318,10.0,0.4789929872153359,0.0,0.0,0.0,0.464,0.006,1.586,7.113,0.085,1.059,0.036
0.2888888888888889,7.111111111111111,1.162619,10.0,0.9839995887060411,0.0,0.0,0.0,0.508,0.006,1.935,7.113,0.085,1.619,0.074
0.37777777777777777,7.111111111111111,0.889145,10.0,1.6338317285818866,0.0,0.0,0.0,0.531,0.006,2.462,7.113,0.085,2.298,0.134
0.4666666666666667,7.111111111111111,0.71977,2.2016949170991738,2.3667846346659136,2.3085347185251446,0.6092872079939122,1.6992475105312324,0.545,0.419,3.079,7.113,0.085,3.049,2.833
0.5555555555555556,7.111111111111111,0.604623,0.5089290899641069,3.1016844361513938,3.101445579417599,1.3178026735657953,1.7836429058518035,0.555,0.563,3.703,7.113,0.085,3.796,3.806
0.6444444444444445,7.111111111111111,0.521275,0.7438239930031251,3.7819972092054,3.780418240217708,1.9983496794074307,1.7820685608102773,0.562,0.543,4.278,7.113,0.085,4.485,4.46
0.7333333333333334,7.111111111111111,0.458039,0.6549661002729149,4.387480167820477,4.386073602975623,2.603745925749899,1.782327677225724,0.568,0.551,4.781,7.113,0.085,5.097,5.075
0.8222222222222222,7.111111111111111,0.408523,0.5545547997113128,4.920722981408743,4.919861204034252,3.1366766547726135,1.7831845492616383,0.572,0.56,5.212,7.113,0.085,5.636,5.619
0.9111111111111112,7.111111111111111,0.36867,0.4930237262820992,5.392805004873425,5.392113708893023,3.608279316865457,1.7838343920275657,0.575,0.565,5.581,7.113,0.085,6.112,6.098
1.0,7.111111111111111,0.335905,0.45018642456348207,5.81574992880162,5.815108879738797,4.03069021585538,1.7844186638834172,0.578,0.568,5.898,7.113,0.085,6.538,6.526
0.2,7.555555555555555,1.716953,10.0,0.5777806611919504,0.0,0.0,0.0,0.529,0.01,1.781,7.556,0.091,1.24,0.06
0.2888888888888889,7.555555555555555,1.188622,10.0,1.1743901661409482,0.0,0.0,0.0,0.577,0.01,2.193,7.556,0.091,1.896,0.119
0.37777777777777777,7.555555555555555,0.909031,2.3264700882025147,1.9183029771760902,1.8746624134806196,0.2709823668863252,1.6036800465942944,0.603,0.474,2.784,7.556,0.091,2.672,2.468
0.4666666666666667,7.555555555555555,0.735875,2.017174478267192,2.722560795179421,2.6777768276537115,1.0473888596727343,1.6303879679809772,0.618,0.502,3.445,7.556,0.091,3.495,3.306
0.5555555555555556,7.555555555555555,0.618147,0.7967117750977186,3.4970980769231694,3.496185145057969,1.8081242304010203,1.6880609146569485,0.629,0.613,4.087,7.556,0.091,4.283,4.262
0.6444444444444445,7.555555555555555,0.532925,0.6557060772776053,4.1931387847401185,4.192640316617834,2.5040034729788925,1.6886368436389416,0.637,0.626,4.66,7.556,0.091,4.989,4.975
0.7333333333333334,7.555555555555555,0.468286,0.5582029342689407,4.801470320773865,4.801167373879828,3.1121360605058044,1.6890313133740236,0.643,0.634,5.151,7.556,0.091,5.605,5.594
0.8222222222222222,7.555555555555555,0.417662,0.4832479782555266,5.332086596993777,5.331906430443661,3.642490265249579,1.689416165194082,0.647,0.641,5.567,7.556,0.091,6.141,6.133
0.9111111111111112,7.555555555555555,0.376917,0.4314535368961482,5.799773814879125,5.799635910008985,4.109868253834254,1.6897676561747312,0.651,0.646,5.918,7.556,0.091,6.613,6.607
1.0,7.555555555555555,0.343417,0.3950418655316464,6.218114500760561,6.217978784733327,4.527948493336571,1.6900302913967558,0.654,0.649,6.218,7.556,0.091,7.035,7.03
0.2,8.0,1.754783,10.0,0.6888054725537219,0.0,0.0,0.0,0.6,0.016,1.982,8.0,0.096,1.438,0.096
0.2888888888888889,8.0,1.214761,8.063283289017942,1.3834787382156732,0.4843768696272016,0.18401141058110618,0.30036545904609546,0.651,0.074,2.456,8.0,0.096,2.198,0.576
0.37777777777777777,8.0,0.929035,2.410215746471992,2.2205397109058715,2.1702562250320114,0.6604812205137616,1.5097750045182499,0.679,0.537,3.104,8.0,0.096,3.069,2.841
0.4666666666666667,8.0,0.752073,0.0,3.088224226432234,3.075473228961399,1.502313153543667,1.573160075417732,0.696,0.768,3.799,8.0,0.096,3.958,4.035
0.5555555555555556,8.0,0.631751,0.6488864687864667,3.8937152274969504,3.8937065857754725,2.3098442467991864,1.583862338976286,0.707,0.706,4.45,8.0,0.096,4.778,4.776
0.6444444444444445,8.0,0.544646,0.5606647129877093,4.599666471637887,4.599657674338633,3.0172728198451466,1.582384854493486,0.716,0.714,5.016,8.0,0.096,5.494,5.492
0.7333333333333334,8.0,0.478707,0.48267650309157706,5.207884807072029,5.2078841615533324,3.626610354349844,1.5812738072034884,0.722,0.722,5.493,8.0,0.096,6.11,6.11
0.8222222222222222,8.0,0.426854,0.429440973274686,5.734657882574151,5.734657591805221,4.1542606445748245,1.5803969472303967,0.727,0.727,5.891,8.0,0.096,6.643,6.643
0.9111111111111112,8.0,0.385212,0.3847900045788742,6.1975941742558325,6.197594165793971,4.617902990769116,1.5796911750248555,0.731,0.731,6.226,8.0,0.096,7.111,7.111
1.0,8.0,0.350974,0.350974,6.611343066137755,6.611343066137755,5.032232418388324,1.579110647749431,0.734,0.734,6.51,8.0,0.096,7.529,7.529
